Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
FlyComoros,2,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
AB Aviation,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,3,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,7,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,9,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,10,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,7,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,7,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,9,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,3,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,3,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,10,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,9,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,7,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,9,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,1,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,2,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,2,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
AB Aviation,2,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
SkyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,10,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,3,Flight from Moheli to Mor,,,Flight from Moheli to Moroni was delayed with poor communication. Not satisfied.,,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,1,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,1,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,1,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,3,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,10,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,8,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,3,Disorganized check-in for,,,"Disorganized check-in for Anjouan to Dzaoudzi. Staff seemed confused, slow boarding.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
SkyComoros,7,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,2,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,10,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,9,Good short flight on Moro,,,Good short flight on Moroni to Anjouan. On time and professional crew.,,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,9,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Anjouan. Quick boarding, helpful staff.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,8,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,2,Bad experience on Moheli ,,,"Bad experience on Moheli to Moroni. Delay, messy check-in, would not recommend.",,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,2,Flight from Moroni to Mut,,,Flight from Moroni to Mutsamudu was delayed with poor communication. Not satisfied.,,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,2,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,3,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,8,Good short flight on Moro,,,Good short flight on Moroni to Mutsamudu. On time and professional crew.,,,,Moroni to Mutsamudu,,,,,,,,,yes
FlyComoros,10,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,1,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
AB Aviation,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,2,Flight from Anjouan to Dz,,,Flight from Anjouan to Dzaoudzi was delayed with poor communication. Not satisfied.,,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,8,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
FlyComoros,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
AB Aviation,9,Smooth flight from Moroni,,,"Smooth flight from Moroni to Mutsamudu. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Mutsamudu,,,,,,,,,yes
AB Aviation,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,8,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
SkyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Anjouan. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Anjouan,,,,,,,,,yes
AB Aviation,8,Pretty good experience fl,,,"Pretty good experience flying Moheli to Moroni. Quick boarding, helpful staff.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,1,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moheli to Moroni. Staff seemed confused, slow boarding.",,,,Moheli to Moroni,,,,,,,,,no
FlyComoros,10,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,2,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,2,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,3,Bad experience on Moroni ,,,"Bad experience on Moroni to Anjouan. Delay, messy check-in, would not recommend.",,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Mutsamudu. Staff seemed confused, slow boarding.",,,,Moroni to Mutsamudu,,,,,,,,,no
SkyComoros,7,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
SkyComoros,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Anjouan. Delay, messy check-in, would not recommend.",,,,Moroni to Anjouan,,,,,,,,,no
AB Aviation,8,Pretty good experience fl,,,"Pretty good experience flying Anjouan to Dzaoudzi. Quick boarding, helpful staff.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
AB Aviation,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Moheli. Delay, messy check-in, would not recommend.",,,,Moroni to Moheli,,,,,,,,,no
FlyComoros,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Moheli. Staff seemed confused, slow boarding.",,,,Moroni to Moheli,,,,,,,,,no
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,10,Good short flight on Moro,,,Good short flight on Moroni to Moheli. On time and professional crew.,,,,Moroni to Moheli,,,,,,,,,yes
SkyComoros,2,Bad experience on Moroni ,,,"Bad experience on Moroni to Mutsamudu. Delay, messy check-in, would not recommend.",,,,Moroni to Mutsamudu,,,,,,,,,no
AB Aviation,3,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,9,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,3,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,10,Good short flight on Mohe,,,Good short flight on Moheli to Moroni. On time and professional crew.,,,,Moheli to Moroni,,,,,,,,,yes
AB Aviation,1,Disorganized check-in for,,,"Disorganized check-in for Moroni to Anjouan. Staff seemed confused, slow boarding.",,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,7,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,10,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
SkyComoros,3,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
SkyComoros,10,Smooth flight from Moroni,,,"Smooth flight from Moroni to Moheli. Staff were friendly, clean aircraft, overall pleasant.",,,,Moroni to Moheli,,,,,,,,,yes
AB Aviation,9,Good short flight on Anjo,,,Good short flight on Anjouan to Dzaoudzi. On time and professional crew.,,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,8,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
SkyComoros,3,Bad experience on Anjouan,,,"Bad experience on Anjouan to Dzaoudzi. Delay, messy check-in, would not recommend.",,,,Anjouan to Dzaoudzi,,,,,,,,,no
FlyComoros,7,Smooth flight from Anjoua,,,"Smooth flight from Anjouan to Dzaoudzi. Staff were friendly, clean aircraft, overall pleasant.",,,,Anjouan to Dzaoudzi,,,,,,,,,yes
FlyComoros,8,Smooth flight from Moheli,,,"Smooth flight from Moheli to Moroni. Staff were friendly, clean aircraft, overall pleasant.",,,,Moheli to Moroni,,,,,,,,,yes
FlyComoros,3,Flight from Moroni to Anj,,,Flight from Moroni to Anjouan was delayed with poor communication. Not satisfied.,,,,Moroni to Anjouan,,,,,,,,,no
FlyComoros,2,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
SkyComoros,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Moheli. Quick boarding, helpful staff.",,,,Moroni to Moheli,,,,,,,,,yes
FlyComoros,3,Flight from Moroni to Moh,,,Flight from Moroni to Moheli was delayed with poor communication. Not satisfied.,,,,Moroni to Moheli,,,,,,,,,no
AB Aviation,7,Pretty good experience fl,,,"Pretty good experience flying Moroni to Mutsamudu. Quick boarding, helpful staff.",,,,Moroni to Mutsamudu,,,,,,,,,yes
